id,object_a,object_b,aspect,sentence,most_frequent_label
436-2,the Nikon,the Canon,nan,"If you are doing landscape , architectural or interior photography , ditch the Nikon and go with the Canon .",worse
436-2,the Canon,the Nikon,nan,"If you are doing landscape , architectural or interior photography , ditch the Nikon and go with the Canon .",better
436-3,the full-frame sensor,nan,angle shot,The reason is the full-frame sensor will give you a lot wider angle shot from the same lense class .,better
436-3,nan,the full-frame sensor,angle shot,The reason is the full-frame sensor will give you a lot wider angle shot from the same lense class .,worse
436-4,anything,a full-frame sensor,lense option,"For me , in some settings there simply is not a good lense option for anything less than a full-frame sensor .",worse
436-4,a full-frame sensor,anything,lense option,"For me , in some settings there simply is not a good lense option for anything less than a full-frame sensor .",better
437-4,The higher 16 megapixel canon,camera,in using,The higher 16 megapixel canon produces fine images but is the worse camera i have ever seen in using .,worse
437-4,camera,The higher 16 megapixel canon,in using,The higher 16 megapixel canon produces fine images but is the worse camera i have ever seen in using .,better
438-3,It,Rebel XT,picture,It creates much better picture than Rebel XT .,better
438-3,Rebel XT,It,picture,It creates much better picture than Rebel XT .,worse
440-3,the EF-S lens,the wide primes,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",better
440-3,the wide primes,the EF-S lens,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",worse
440-3,images,nan,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",worse
440-3,nan,images,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",better
440-3,the EF-S lens,the wide primes,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",worse
440-3,the wide primes,the EF-S lens,nan,"For all of the niceties on the 20D it was never really useful as a backup because the images were not nearly as detailed , and the EF-S lens ( which I needed because I shoot wide ) were much softer and slower than the wide primes .",better
440-6,the 1Ds,the 20D,layout of controls,"What I do n't like is the layout of the controls - which I am getting used to but , I much prefer the layout of controls on the 1Ds compared to the 20D - the 5D seems to have more of the 20D 's design .",better
440-6,the 20D,the 1Ds,layout of controls,"What I do n't like is the layout of the controls - which I am getting used to but , I much prefer the layout of controls on the 1Ds compared to the 20D - the 5D seems to have more of the 20D 's design .",worse
440-9,a 1Ds,nan,price,I think more people will jump at the chance to pay half the price of a 1Ds than will be willing to pay twice the price of a 20D .,better
440-9,nan,a 1Ds,price,I think more people will jump at the chance to pay half the price of a 1Ds than will be willing to pay twice the price of a 20D .,worse
440-9,a 20D,nan,price,I think more people will jump at the chance to pay half the price of a 1Ds than will be willing to pay twice the price of a 20D .,better
440-9,nan,a 20D,price,I think more people will jump at the chance to pay half the price of a 1Ds than will be willing to pay twice the price of a 20D .,worse
441-2,nan,Nikon D2X,high resolution excellent pictures,"Takes high resolution excellent pictures ( better than Nikon D2X ) , easy to use and built like a tank .",better
441-2,Nikon D2X,nan,high resolution excellent pictures,"Takes high resolution excellent pictures ( better than Nikon D2X ) , easy to use and built like a tank .",worse
441-8,its,20D,nan,you 'll spend around $ 5000 but its worth it ... much better than 20D or the heavier 1D Mark II N.I would have given it a perfect 10 if it had the built in flash .,better
441-8,20D,its,nan,you 'll spend around $ 5000 but its worth it ... much better than 20D or the heavier 1D Mark II N.I would have given it a perfect 10 if it had the built in flash .,worse
441-8,its,1D Mark II,nan,you 'll spend around $ 5000 but its worth it ... much better than 20D or the heavier 1D Mark II N.I would have given it a perfect 10 if it had the built in flash .,worse
441-8,1D Mark II,its,nan,you 'll spend around $ 5000 but its worth it ... much better than 20D or the heavier 1D Mark II N.I would have given it a perfect 10 if it had the built in flash .,better
442-2,the 5D,the 1Ds MkII,costs,"However , the 5D costs less than HALF what the 1Ds MkII will set you back .",better
442-2,the 1Ds MkII,the 5D,costs,"However , the 5D costs less than HALF what the 1Ds MkII will set you back .",worse
442-23,The eyepiece,the 20D/30D,nan,The eyepiece is also a bit larger and brighter than the 20D/30D which is a welcome change .,better
442-23,the 20D/30D,The eyepiece,nan,The eyepiece is also a bit larger and brighter than the 20D/30D which is a welcome change .,worse
442-23,The eyepiece,the 20D/30D,nan,The eyepiece is also a bit larger and brighter than the 20D/30D which is a welcome change .,better
442-23,the 20D/30D,The eyepiece,nan,The eyepiece is also a bit larger and brighter than the 20D/30D which is a welcome change .,worse
444-6,this camera,none,flash synch,And the flash synch and metering for this camera are second to none .,better
444-6,none,this camera,flash synch,And the flash synch and metering for this camera are second to none .,worse
444-6,this camera,none,metering,And the flash synch and metering for this camera are second to none .,better
444-6,none,this camera,metering,And the flash synch and metering for this camera are second to none .,worse
444-7,the 5D,nan,nan,"For those who truly love photography and need great resolution in their products , the 5D is a winner .",better
444-7,nan,the 5D,nan,"For those who truly love photography and need great resolution in their products , the 5D is a winner .",worse
446-1,2 5D,2 5D,bad pixels,"Have now tried 2 5D 's , both with bad pixels .",same
446-1,2 5D,2 5D,bad pixels,"Have now tried 2 5D 's , both with bad pixels .",same
447-1,The fps,the 20D,nan,"Who wants to buy my 20D ?? - heck , it is too nice to throw away but it is an antique now ... I got my hands on this model at the press release shindig and wow !! The fps is lower than the 20D but only a novice picks numbers over performance - the buffer on this thing is huge and will roll over the 20D .",worse
447-1,the 20D,The fps,nan,"Who wants to buy my 20D ?? - heck , it is too nice to throw away but it is an antique now ... I got my hands on this model at the press release shindig and wow !! The fps is lower than the 20D but only a novice picks numbers over performance - the buffer on this thing is huge and will roll over the 20D .",better
447-1,this thing,the 20D,buffer,"Who wants to buy my 20D ?? - heck , it is too nice to throw away but it is an antique now ... I got my hands on this model at the press release shindig and wow !! The fps is lower than the 20D but only a novice picks numbers over performance - the buffer on this thing is huge and will roll over the 20D .",better
447-1,the 20D,this thing,buffer,"Who wants to buy my 20D ?? - heck , it is too nice to throw away but it is an antique now ... I got my hands on this model at the press release shindig and wow !! The fps is lower than the 20D but only a novice picks numbers over performance - the buffer on this thing is huge and will roll over the 20D .",worse
447-2,the 20D,the EOS-1D Mark II,fast fps,If you need fast fps - you must be a sports photag and you would n't be using the 20D but the EOS-1D Mark II N anyway .,worse
447-2,the EOS-1D Mark II,the 20D,fast fps,If you need fast fps - you must be a sports photag and you would n't be using the 20D but the EOS-1D Mark II N anyway .,better
449-16,Both,Both,nan,"Both great cameras , but only a responsible review would have a comparison between two great cameras and not indicate such a disparity between the two ratings .",same
449-16,Both,Both,nan,"Both great cameras , but only a responsible review would have a comparison between two great cameras and not indicate such a disparity between the two ratings .",same
